author_sort,authors,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,#read,series,series_index,size,tags,title,title_sort,id,uuid
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Drive (195)/cover.jpg,2021-06-05T12:55:22-04:00,AZW3,azw3,,,eng,The Tome,2015-10-18T01:00:00-04:00,,,TRUE,The Expanse,0.1,470803,,Drive,Drive,195,74216e84-1091-4912-870d-8d5dc118ffde
"Corey, James S. A.",James S. A. Corey,"As tension between Mars and Earth mounts, and terrorism plagues the Martian city of Londres Nova, sixteen-year-old David Draper is fighting his own lonely war. A gifted chemist vying for a place at the university, David leads a secret life as a manufacturer for a ruthless drug dealer. When his friend Leelee goes missing, leaving signs of the dealer's involvement, David takes it upon himself to save her. But first he must shake his aunt Bobbie Draper, an ex-marine who has been set adrift in her own life after a mysterious series of events nobody is talking about. Set in the hard-scrabble solar system of Leviathan Wakes and Caliban's War, Chemistry deepens James S. A. Corey's acclaimed Expanse series.
",~./Dropbox/The Tome/James S. A. Corey/Gods of Risk (196)/cover.jpg,2021-06-05T12:55:27-04:00,AZW3,azw3,9.78032E+12,"mobi-asin:5a60bf42-2865-4d13-bcf8-d892629a57bf,isbn:9780316217651",eng,The Tome,2012-09-14T10:00:00-04:00,Orbit,,FALSE,The Expanse,2.5,202397,,Gods of Risk,Gods of Risk,196,9dea89fe-3146-4215-b427-a288c12ec9ce
"Corey, James S. A.",James S. A. Corey,"SUMMARY:  
Welcome to the future. Humanity has colonized the solar system - Mars, the Moon, the Asteroid Belt and beyond - but the stars are still out of our reach.Jim Holden is XO of an ice miner making runs from the rings of Saturn to the mining stations of the Belt. When he and his crew stumble upon a derelict ship, The Scopuli, they find themselves in possession of a secret they never wanted. A secret that someone is willing to kill for - and kill on a scale unfathomable to Jim and his crew. War is brewing in the system unless he can find out who left the ship and why.Detective Miller is looking for a girl. One girl in a system of billions, but her parents have money and money talks. When the trail leads him to The Scopuli and rebel sympathizer, Holden, he realizes that this girl may be the key to everything.Holden and Miller must thread the needle between the Earth government, the Outer Planet revolutionaries, and secretive corporations - and the odds are against them. But out in the Belt, the rules are different, and one small ship can change the fate of the universe.
",~./Dropbox/The Tome/James S. A. Corey/Leviathan Wakes (197)/cover.jpg,2021-06-05T12:55:31-04:00,AZW3,azw3,9.78032E+12,isbn:9780316129084,eng,The Tome,2011-06-14T19:00:00-04:00,Orbit,5,TRUE,The Expanse,1,944413,,Leviathan Wakes,Leviathan Wakes,197,148c5519-76b8-4604-82c6-7fb2f670c99e
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Persepolis Rising (198)/cover.jpg,2021-06-05T12:56:03-04:00,AZW3,azw3,,mobi-asin:B06XKN9G27,eng,The Tome,2017-12-05T00:00:00-05:00,Orbit,,FALSE,The Expanse,7,1000341,,Persepolis Rising,Persepolis Rising,198,2d864391-8c22-4eed-ba6e-9063b896c6a0
"Corey, James S. A.",James S. A. Corey,"**From *New York Times* bestselling author James S. A. Corey...**
 **  
**
Like many before them, Cara and her family ventured through the gates as scientists and researchers, driven to carve out a new life and uncover the endless possibilities of the unexplored alien worlds now within reach.
But soon the soldiers followed and under this new order Cara makes a discovery that will change everything. 
**Set in the hard-scrabble world of the Expanse, *Strange Dogs* deepens James S. A. Corey's acclaimed series.**
 **The Expanse (** now a major television series)
 *Leviathan Wakes*
 *Caliban's War*
 *Abaddon's Gate*
 *Cibola Burn*
*Nemesis Games ** *****
 *Babylon's Ashes*
  * *


**Coming Soon:**
 *Persepolis Rising*
  * *


**The Expanse Short Fiction**
 *The Butcher of Anderson Station*
 *Gods of Risk*
 *The Churn*
 *The Vital Abyss*
 *Drive*
**
### About the Author
**James S. A. Corey** is the pen name of fantasy authors Daniel Abraham and Ty Franck.
",~./Dropbox/The Tome/James S. A. Corey/Strange Dogs (199)/cover.jpg,2021-06-05T12:56:07-04:00,AZW3,azw3,,mobi-asin:94f4ccc4-a1e0-46a5-8df0-cb0181a958ac,eng,The Tome,2017-07-17T23:00:00-04:00,Orbit,,FALSE,The Expanse,6.5,291541,,Strange Dogs,Strange Dogs,199,b63c1a26-58e4-4f5d-a8fe-8ad9960e92bd
"Corey, James S. A.",James S. A. Corey,"From *New York Times* bestselling author James S. A. Corey...
A new story set in the world of the Expanse. One day, Colonel Fred Johnson will be hailed as a hero to the system. One day, he will meet a desperate man in possession of a stolen spaceship and a deadly secret and extend a hand of friendship. But long before he became the leader of the Outer Planets Alliance, Fred Johnson had a very different name. The Butcher of Anderson Station. 
This is his story. 
Word Count: ~9,000 words 
**The Expanse** (soon to be a major Syfy Channel television series)
 *Leviathan Wakes*
 *Caliban's War*
 *Abaddon's Gate*
 *Cibola Burn*
 *Nemesis Games*
  * *


**The Expanse Short Fiction**
 *The Butcher of Anderson Station*
 *Gods of Risk*
 *The Churn*
**
",~./Dropbox/The Tome/James S. A. Corey/The Butcher of Anderson Station (200)/cover.jpg,2021-06-05T12:56:11-04:00,AZW3,azw3,9.78032E+12,"isbn:9780316204071,mobi-asin:9d62adcb-ca72-4392-ace8-193f558c13b2",eng,The Tome,2011-10-16T23:00:00-04:00,Orbit,,TRUE,The Expanse,0.5,182617,,The Butcher of Anderson Station,"Butcher of Anderson Station, The",200,1c5e58a7-a052-4995-b2cf-c987f34d19fa
"Corey, James S. A.",James S. A. Corey,"<p>From <i>New York Times </i>bestselling author James S.A. Corey...<p><br><p>Before his trip to the stars, before the <i>Rocinante</i>, Amos Burton was confined to a Baltimore where crime paid you or killed you. Unless the authorities got to you first. <br><b></b><p>Set in the hard-scrabble solar system of <i>Leviathan Wakes,</i> <i>Caliban's War</i>, Abaddon's Gate and the upcoming Cibola Burn, <i>The Churn </i>deepens James S. A. Corey's acclaimed Expanse series.",~./Dropbox/The Tome/James S. A. Corey/The Churn (201)/cover.jpg,2021-06-05T12:56:17-04:00,AZW3,azw3,,,eng,The Tome,2014-04-28T20:00:00-04:00,Orbit,,TRUE,The Expanse,0.3,485105,,The Churn,"Churn, The",201,99f00bf5-db0b-4c27-931b-71cc651222cb
"Corey, James S. A.",James S. A. Corey,"**From *New York Times* bestselling author James S.A. Corey...**
Somewhere in the vast expanse of space, a group of prisoners lives in permanent captivity.
The only company they have is each other and the Belters who guard them. The only stories they know are the triumphs and crimes that brought them there. The only future they see is an empty life in an enormous room.
And then the man from Mars came along . . .
* * *
**Set in the hard-scrabble solar system of the Expanse, *The Vital Abyss* deepens James S. A. Corey's acclaimed series.**
**The Expanse** (soon to be a major Syfy Channel television series)
*Leviathan Wakes*
*Caliban's War*
*Abaddon's Gate*
*Cibola Burn*
*Nemesis Games*
**Coming Soon:*** *
*Babylon's Ashes*
  * *


**The Expanse Short Fiction**
*The Butcher of Anderson Station*
*Gods of Risk*
*The Churn*
*Drive*
**
",~./Dropbox/The Tome/James S. A. Corey/The Vital Abyss (202)/cover.jpg,2021-06-05T12:56:21-04:00,AZW3,azw3,,mobi-asin:37b7a0cb-8ac8-4a0e-a939-4a42f1e825c5,eng,The Tome,2015-10-14T23:00:00-04:00,Orbit,,FALSE,The Expanse,3.5,176521,,The Vital Abyss,"Vital Abyss, The",202,2f60c584-b796-4e55-b730-c5b2989455b0
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Tiamat's Wrath (203)/cover.jpg,2021-06-05T12:56:24-04:00,AZW3,azw3,9.78036E+12,"mobilism-asin:B07DHRMBCJ,isbn:9780356510330",eng,The Tome,2019-03-26T03:00:00-04:00,"Little, Brown Book Group",,FALSE,The Expanse,8,812213,,Tiamat's Wrath,Tiamat's Wrath,203,7fbff08b-e2f6-43dc-a2de-c29fd0e2768c
"McClellan, Brian",Brian McClellan,"The fantastic follow-up from a new star in the fantasy genre, the stunning sequel to Promise of Blood.",~./Dropbox/The Tome/Brian McClellan/The Crimson Campaign (204)/cover.jpg,2021-06-05T13:09:55-04:00,AZW3,azw3,,mobi-asin:B00CO7FI36,eng,The Tome,2014-05-06T00:00:00-04:00,Orbit,,TRUE,Powder Mage,2,1314525,,The Crimson Campaign,"Crimson Campaign, The",204,2b194dee-0675-4adf-9ea8-f360c8eb0f8d
"McClellan, Brian",Brian McClellan,"<p>IN A RICH, DISTINCTIVE WORLD THAT MIXES MAGIC WITH TECHNOLOGY, WHO COULD STAND AGAINST MAGES THAT CONTROL GUNPOWDER AND BULLETS? <b><p><b><br></b>The capital has fallen...</b><br>Field Marshal Tamas returns to his beloved country to find that for the first time in history, the capital city of Adro lies in the hands of a foreign invader. His son is missing, his allies are indistinguishable from his foes, and reinforcements are several weeks away.<br><b>An army divided...</b><br><p>With the Kez still bearing down upon them and without clear leadership, the Adran army has turned against itself. Inspector Adamat is drawn into the very heart of this new mutiny with promises of finding his kidnapped son.<br><p><b>All hope rests with one...</b><br>And Taniel Two-shot, hunted by men he once thought his friends, must safeguard the only chance Adro has of getting through this war without being destroyed...<p><br><p>THE AUTUMN REPUBLIC is the epic conclusion that began with <i>Promise of...",~./Dropbox/The Tome/Brian McClellan/The Autumn Republic (205)/cover.jpg,2021-06-05T13:10:00-04:00,AZW3,azw3,9.78032E+12,isbn:9780316219105,eng,The Tome,2015-02-09T19:00:00-05:00,Orbit,,TRUE,Powder Mage,3,3835312,,The Autumn Republic,"Autumn Republic, The",205,8565f2bb-0cc3-4108-b292-9fb6139372f0
"Sanderson, Brandon",Brandon Sanderson,"**The #1 *New York Times* bestselling author returns to the world of *Mistborn* with the follow-up to ***** Shadows of Self***  
**
With *The Alloy of Law* and *Shadows of Self* , Brandon Sanderson surprised readers with a *New York Times* bestselling spinoff of his Mistborn books, set after the action of the trilogy, in a period corresponding to late 19th-century America.
Now, with *The Bands of Mourning* , Sanderson continues the story. The Bands of Mourning are the mythical metalminds owned by the Lord Ruler, said to grant anyone who wears them the powers that the Lord Ruler had at his command. Hardly anyone thinks they really exist. A kandra researcher has returned to Elendel with images that seem to depict the Bands, as well as writings in a language that no one can read. Waxillium Ladrian is recruited to travel south to the city of New Seran to investigate. Along the way he discovers hints that point to the true goals of his uncle Edwarn and the shadowy organization known as The Set.
  

",~./Dropbox/The Tome/Brandon Sanderson/The Bands of Mourning (206)/cover.jpg,2021-06-05T13:24:50-04:00,AZW3,azw3,9.78147E+12,"amazon:B00R697BC8,isbn:9781466862678,mobi-asin:B00R697BC8",eng,The Tome,2016-01-26T01:00:00-05:00,Tor Books,,FALSE,Mistborn Era Two,3,1720455,,The Bands of Mourning,"Bands of Mourning, The",206,9c23576c-aba6-4dd8-acb6-d629a9eeb83f
"Wells, Martha",Martha Wells,"<p><b>The <i>New York Times </i>and <i>USA Today </i>bestselling Murderbot series exploded onto the scene in 2017, and the world has not been the same, since.</b><br><b></b><br><b>Murderbot returns in its highly-anticipated, first, full-length standalone novel. </b></p><p>You know that feeling when you're at work, and you've had enough of people, and then the boss walks in with yet another job that needs to be done right this second or the world will end, but all you want to do is go home and binge your favorite shows? And you're a sentient murder machine programmed for destruction? Congratulations, you're Murderbot.</p><p>Come for the pew-pew space battles, stay for the most relatable A.I. you'll read this century.<br><b></b><br><b>&#8212;</b></p><p><i>I'm usually alone in my head, and that's where 90 plus percent of my problems are.</i></p><p>When Murderbot's human associates (not friends, never friends) are captured and another not-friend from its past requires urgent...",~./Dropbox/The Tome/Martha Wells/Network Effect (207)/cover.jpg,2021-06-05T13:28:20-04:00,AZW3,azw3,,,eng,The Tome,0100-12-31T19:00:00-05:00,Tom Doherty Associates,,FALSE,The Murderbot Diaries,5,2064833,,Network Effect,Network Effect,207,7047385f-50b8-43eb-b0c3-154852f4d848
"Wells, Martha",Martha Wells,"**""I love Murderbot!"" --Ann Leckie**
 ** *Artificial Condition* is the follow-up to Martha Wells's hugely popular science fiction action and adventure *All Systems Red***
It has a dark past--one in which a number of humans were killed. A past that caused it to christen itself ""Murderbot"". But it has only vague memories of the massacre that spawned that title, and it wants to know more.
Teaming up with a Research Transport vessel named ART (you don't want to know what the ""A"" stands for), Murderbot heads to the mining facility where it went rogue.
What it discovers will forever change the way it thinks...
At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.
",~./Dropbox/The Tome/Martha Wells/Artificial Condition (208)/cover.jpg,2021-06-05T13:28:20-04:00,AZW3,azw3,1250186935,isbn:1250186935,eng,The Tome,2018-05-08T00:00:00-04:00,Tom Doherty Associates,,FALSE,The Murderbot Diaries,2,1370032,,Artificial Condition,Artificial Condition,208,ec605d48-195d-469b-be4a-fb76c122050b
